"","rf_fit_pred_x"
"158739","0"
"158740","0"
"158741","0"
"158742","0"
"158743","0"
"158744","0"
"158745","0"
"158746","0"
"158747","0"
"158748","0"
"158749","0"
"158750","0"
"158751","0"
"158752","0"
"158753","0"
"158754","0"
"158755","0"
"158756","0"
"158757","0"
"158758","0"
"158759","0"
"158760","0"
"158761","0"
"158762","0"
"158763","0"
"158764","0"
"158765","0"
"158766","0"
"158767","1"
"158768","1"
"158769","1"
"158770","1"
"158771","1"
"158772","1"
"158773","1"
"158774","1"
"158775","1"
"158776","1"
"158777","1"
"158778","1"
"158779","1"
"158780","1"
"158781","1"
"158782","1"
"158783","1"
"158784","1"
"158785","1"
"158786","0"
"158787","0"
"158788","0"
"158789","0"
"158790","0"
"158791","0"
"158792","0"
"158793","0"
"158794","0"
"158795","0"
"158796","0"
"158797","0"
"158798","0"
"158799","0"
"158800","0"
"158801","0"
"158802","0"
"158803","0"
"158804","0"
"158805","0"
"158806","0"
"158807","0"
"158808","0"
"158809","0"
"158810","0"
"158811","0"
"158812","0"
"158813","0"
"158814","0"
"158815","0"
"158816","0"
"158817","0"
"158818","1"
"158819","0"
"158820","1"
"158821","1"
"158822","0"
"158823","0"
"158824","0"
"158825","0"
"158826","1"
"158827","0"
"158828","0"
"158829","0"
"158830","0"
"158831","0"
"158832","0"
"158833","0"
"158834","0"
"158835","0"
"158836","0"
"158837","0"
"158838","0"
"158839","0"
"158840","0"
"158841","0"
"158842","0"
"158843","0"
"158844","0"
"158845","0"
"158846","0"
"158847","0"
"158848","0"
"158849","0"
"158850","0"
"158851","0"
"158852","0"
"158853","0"
"158854","1"
"158855","1"
"158856","1"
"158857","0"
"158858","1"
"158859","0"
"158860","0"
"158861","0"
"158862","0"
"158863","0"
"158864","0"
"158865","0"
"158866","0"
"158867","0"
"158868","1"
"158869","1"
"158870","1"
"158871","1"
"158872","0"
"158873","0"
"158874","0"
"158875","0"
"158876","0"
"158877","0"
"158878","0"
"158879","0"
"158880","0"
"158881","0"
"158882","0"
"158883","1"
"158884","1"
"158885","1"
"158886","1"
"158887","1"
"158888","1"
"158889","1"
"158890","0"
"158891","0"
"158892","0"
"158893","1"
"158894","1"
"158895","0"
"158896","1"
"158897","1"
"158898","1"
"158899","1"
"158900","1"
"158901","1"
"158902","0"
"158903","0"
"158904","0"
"158905","1"
"158906","1"
"158907","1"
"158908","1"
"158909","1"
"158910","1"
"158911","1"
"158912","0"
"158913","1"
"158914","1"
"158915","1"
"158916","1"
"158917","1"
"158918","0"
"158919","0"
"158920","0"
"158921","0"
"158922","0"
"158923","0"
"158924","0"
"158925","0"
"158926","0"
"158927","0"
"158928","0"
"158929","0"
"158930","1"
"158931","0"
"158932","0"
"158933","0"
"158934","0"
"158935","1"
"158936","0"
"158937","0"
"158938","0"
"158939","0"
"158940","1"
"158941","1"
"158942","0"
"158943","0"
"158944","0"
"158945","0"
"158946","0"
"158947","0"
"158948","0"
"158949","0"
"158950","0"
"158951","0"
"158952","0"
"158953","0"
"158954","0"
"158955","0"
"158956","1"
"158957","1"
"158958","1"
"158959","0"
"158960","0"
"158961","0"
"158962","0"
"158963","0"
"158964","0"
"158965","0"
"158966","1"
"158967","1"
"158968","1"
"158969","0"
"158970","0"
"158971","0"
"158972","0"
"158973","0"
"158974","0"
"158975","0"
"158976","0"
"158977","0"
"158978","0"
"158979","0"
"158980","0"
"158981","0"
"158982","0"
"158983","0"
"158984","0"
"158985","0"
"158986","0"
"158987","0"
"158988","0"
"158989","0"
"158990","0"
"158991","0"
"158992","0"
"158993","0"
"158994","0"
"158995","0"
"158996","0"
"158997","0"
"158998","0"
"158999","0"
"159000","0"
"159001","0"
"159002","0"
"159003","0"
"159004","0"
"159005","0"
"159006","0"
"159007","1"
"159008","1"
"159009","1"
"159010","1"
"159011","1"
"159012","0"
"159013","0"
"159014","0"
"159015","0"
"159016","0"
"159017","0"
"159018","0"
"159019","0"
"159020","0"
"159021","0"
"159022","0"
"159023","0"
"159024","0"
"159025","0"
"159026","0"
"159027","0"
"159028","0"
"159029","0"
"159030","0"
"159031","0"
"159032","0"
"159033","0"
"159034","0"
"159035","0"
"159036","0"
"159037","0"
"159038","0"
"159039","0"
"159040","0"
"159041","0"
"159042","0"
"159043","0"
"159044","0"
"159045","0"
"159046","0"
"159047","0"
"159048","1"
"159049","1"
"159050","0"
"159051","1"
"159052","1"
"159053","1"
"159054","0"
"159055","0"
"159056","0"
"159057","0"
"159058","0"
"159059","0"
"159060","0"
"159061","0"
"159062","0"
"159063","0"
"159064","0"
"159065","0"
"159066","0"
"159067","0"
"159068","0"
"159069","0"
"159070","0"
"159071","0"
"159072","0"
"159073","0"
"159074","0"
"159075","0"
"159076","0"
"159077","0"
"159078","1"
"159079","1"
"159080","1"
"159081","1"
"159082","1"
"159083","1"
"159084","1"
"159085","1"
"159086","1"
"159087","1"
"159088","1"
"159089","1"
"159090","1"
"159091","1"
"159092","1"
"159093","1"
"159094","1"
"159095","0"
"159096","0"
"159097","1"
"159098","0"
"159099","0"
"159100","0"
"159101","0"
"159102","1"
"159103","1"
"159104","0"
"159105","0"
"159106","0"
"159107","0"
"159108","0"
"159109","1"
"159110","0"
"159111","0"
"159112","0"
"159113","0"
"159114","0"
"159115","0"
"159116","0"
"159117","0"
"159118","1"
"159119","1"
"159120","1"
"159121","1"
"159122","1"
"159123","1"
"159124","1"
"159125","1"
"159126","1"
"159127","1"
"159128","1"
"159129","1"
"159130","0"
"159131","0"
"159132","1"
"159133","0"
"159134","1"
"159135","1"
"159136","1"
"159137","1"
"159138","1"
"159139","1"
"159140","1"
"159141","0"
"159142","0"
"159143","0"
"159144","0"
"159145","1"
"159146","0"
"159147","0"
"159148","0"
"159149","0"
"159150","0"
"159151","0"
"159152","0"
"159153","0"
"159154","0"
"159155","0"
"159156","0"
"159157","0"
"159158","0"
"159159","0"
"159160","0"
"159161","0"
"159162","0"
"159163","0"
"159164","0"
"159165","0"
"159166","0"
"159167","0"
"159168","0"
"159169","0"
"159170","0"
"159171","0"
"159172","0"
"159173","0"
"159174","0"
"159175","0"
"159176","0"
"159177","0"
"159178","0"
"159179","0"
"159180","0"
"159181","0"
"159182","0"
"159183","0"
"159184","0"
"159185","0"
"159186","0"
"159187","0"
"159188","0"
"159189","0"
"159190","0"
"159191","0"
"159192","0"
"159193","0"
"159194","0"
"159195","0"
"159196","0"
"159197","0"
"159198","0"
"159199","0"
"159200","0"
"159201","0"
"159202","0"
"159203","0"
"159204","0"
"159205","0"
"159206","0"
"159207","0"
"159208","0"
"159209","0"
"159210","0"
"159211","0"
"159212","0"
"159213","0"
"159214","0"
"159215","0"
"159216","0"
"159217","0"
"159218","0"
"159219","0"
"159220","0"
"159221","0"
"159222","0"
"159223","0"
"159224","0"
"159225","0"
"159226","0"
"159227","0"
"159228","0"
"159229","0"
"159230","0"
"159231","0"
"159232","0"
"159233","0"
"159234","1"
"159235","1"
"159236","1"
"159237","1"
"159238","1"
"159239","1"
"159240","0"
"159241","0"
"159242","0"
"159243","0"
"159244","0"
"159245","0"
"159246","0"
"159247","0"
"159248","0"
"159249","0"
"159250","0"
"159251","0"
"159252","0"
"159253","0"
"159254","0"
"159255","0"
"159256","0"
"159257","0"
"159258","0"
"159259","0"
"159260","0"
"159261","0"
"159262","0"
"159263","0"
"159264","0"
"159265","0"
"159266","0"
"159267","0"
"159268","0"
"159269","0"
"159270","0"
"159271","0"
"159272","0"
"159273","1"
"159274","1"
"159275","1"
"159276","1"
"159277","1"
"159278","1"
"159279","0"
"159280","0"
"159281","0"
"159282","1"
"159283","0"
"159284","0"
"159285","0"
"159286","0"
"159287","0"
"159288","0"
"159289","0"
"159290","0"
"159291","0"
"159292","0"
"159293","0"
"159294","0"
"159295","0"
"159296","0"
"159297","1"
"159298","1"
"159299","1"
"159300","1"
"159301","1"
"159302","1"
"159303","1"
"159304","1"
"159305","1"
"159306","0"
"159307","1"
"159308","1"
"159309","0"
"159310","0"
"159311","0"
"159312","0"
"159313","0"
"159314","0"
"159315","0"
"159316","0"
"159317","0"
"159318","0"
"159319","0"
"159320","0"
"159321","0"
"159322","0"
"159323","0"
"159324","0"
"159325","1"
"159326","1"
"159327","1"
"159328","1"
"159329","1"
"159330","1"
"159331","1"
"159332","1"
"159333","1"
"159334","1"
"159335","0"
"159336","0"
"159337","1"
"159338","0"
"159339","0"
"159340","0"
"159341","0"
"159342","0"
"159343","0"
"159344","0"
"159345","0"
"159346","0"
"159347","0"
"159348","0"
"159349","0"
"159350","0"
"159351","0"
"159352","0"
"159353","0"
"159354","0"
"159355","0"
"159356","0"
"159357","0"
"159358","0"
"159359","0"
"159360","0"
"159361","0"
"159362","1"
"159363","0"
"159364","0"
"159365","0"
"159366","0"
"159367","0"
"159368","0"
"159369","0"
"159370","0"
"159371","0"
"159372","0"
"159373","0"
"159374","0"
"159375","0"
"159376","0"
"159377","0"
"159378","0"
"159379","0"
"159380","1"
"159381","1"
"159382","1"
"159383","0"
"159384","0"
"159385","1"
"159386","0"
"159387","0"
"159388","1"
"159389","1"
"159390","0"
"159391","1"
"159392","1"
"159393","1"
"159394","0"
"159395","0"
"159396","0"
"159397","0"
"159398","0"
"159399","0"
"159400","0"
"159401","0"
"159402","0"
"159403","0"
"159404","0"
"159405","0"
"159406","0"
"159407","0"
"159408","0"
"159409","0"
"159410","0"
"159411","0"
"159412","0"
"159413","0"
"159414","0"
"159415","0"
"159416","0"
"159417","0"
"159418","0"
"159419","0"
"159420","0"
"159421","0"
"159422","0"
"159423","0"
"159424","0"
"159425","0"
"159426","0"
"159427","0"
"159428","0"
"159429","0"
"159430","0"
"159431","0"
"159432","1"
"159433","1"
"159434","0"
"159435","0"
"159436","0"
"159437","0"
"159438","0"
"159439","1"
"159440","1"
"159441","1"
"159442","1"
"159443","1"
"159444","1"
"159445","1"
"159446","1"
"159447","0"
"159448","0"
"159449","0"
"159450","0"
"159451","0"
"159452","0"
"159453","0"
"159454","1"
"159455","0"
"159456","0"
"159457","0"
"159458","0"
"159459","0"
"159460","0"
"159461","0"
"159462","0"
"159463","0"
"159464","0"
"159465","0"
"159466","0"
"159467","0"
"159468","0"
"159469","0"
"159470","0"
"159471","0"
"159472","0"
"159473","0"
"159474","0"
"159475","0"
"159476","0"
"159477","0"
"159478","0"
"159479","0"
"159480","0"
"159481","0"
"159482","0"
"159483","0"
"159484","0"
"159485","0"
"159486","0"
"159487","0"
"159488","0"
"159489","1"
"159490","1"
"159491","1"
"159492","1"
"159493","1"
"159494","1"
"159495","1"
"159496","1"
"159497","0"
"159498","0"
"159499","0"
"159500","0"
"159501","0"
"159502","0"
"159503","0"
"159504","0"
"159505","0"
"159506","0"
"159507","0"
"159508","0"
"159509","0"
"159510","1"
"159511","1"
"159512","1"
"159513","1"
"159514","0"
"159515","0"
"159516","1"
"159517","1"
"159518","0"
"159519","1"
"159520","1"
"159521","1"
"159522","1"
"159523","0"
"159524","0"
"159525","0"
"159526","0"
"159527","0"
"159528","0"
"159529","0"
"159530","0"
"159531","0"
"159532","0"
"159533","0"
"159534","0"
"159535","0"
"159536","0"
"159537","0"
"159538","0"
"159539","0"
"159540","1"
"159541","0"
"159542","0"
"159543","0"
"159544","0"
"159545","0"
"159546","0"
"159547","0"
"159548","0"
"159549","0"
"159550","0"
"159551","0"
"159552","0"
"159553","0"
"159554","0"
"159555","0"
"159556","0"
"159557","1"
"159558","1"
"159559","0"
"159560","0"
"159561","0"
"159562","0"
"159563","0"
"159564","0"
"159565","0"
"159566","0"
"159567","0"
"159568","0"
"159569","0"
"159570","0"
"159571","0"
"159572","0"
"159573","0"
"159574","0"
"159575","0"
"159576","0"
"159577","0"
"159578","1"
"159579","0"
"159580","0"
"159581","1"
"159582","1"
"159583","1"
"159584","1"
"159585","1"
"159586","0"
"159587","1"
"159588","1"
"159589","1"
"159590","1"
"159591","1"
"159592","1"
"159593","1"
"159594","0"
"159595","0"
"159596","0"
"159597","0"
"159598","0"
"159599","0"
"159600","0"
"159601","0"
"159602","0"
"159603","0"
"159604","0"
"159605","0"
"159606","0"
"159607","0"
"159608","0"
"159609","0"
"159610","0"
"159611","0"
"159612","1"
"159613","0"
"159614","1"
"159615","1"
"159616","1"
"159617","0"
"159618","0"
"159619","0"
"159620","1"
"159621","1"
"159622","1"
"159623","1"
"159624","1"
"159625","1"
"159626","1"
"159627","1"
"159628","0"
"159629","0"
"159630","0"
"159631","1"
"159632","0"
"159633","0"
"159634","0"
"159635","0"
"159636","0"
"159637","0"
"159638","0"
"159639","0"
"159640","0"
"159641","0"
"159642","1"
"159643","1"
"159644","1"
"159645","1"
"159646","0"
"159647","0"
"159648","0"
"159649","0"
"159650","0"
"159651","0"
"159652","0"
"159653","1"
"159654","1"
"159655","1"
"159656","0"
"159657","0"
"159658","0"
"159659","0"
"159660","0"
"159661","0"
"159662","1"
"159663","1"
"159664","1"
"159665","0"
"159666","0"
"159667","0"
"159668","0"
"159669","0"
"159670","0"
"159671","0"
"159672","0"
"159673","0"
"159674","0"
"159675","0"
"159676","0"
"159677","0"
"159678","0"
"159679","0"
"159680","0"
"159681","0"
"159682","0"
"159683","1"
"159684","1"
"159685","1"
"159686","0"
"159687","0"
"159688","0"
"159689","0"
"159690","0"
"159691","0"
"159692","1"
"159693","1"
"159694","0"
"159695","0"
"159696","0"
"159697","0"
"159698","0"
"159699","0"
"159700","0"
"159701","0"
"159702","0"
"159703","0"
"159704","0"
"159705","0"
"159706","0"
"159707","0"
"159708","0"
"159709","0"
"159710","0"
"159711","0"
"159712","0"
"159713","0"
"159714","1"
"159715","1"
"159716","1"
"159717","1"
"159718","1"
"159719","0"
"159720","1"
"159721","1"
"159722","1"
"159723","1"
"159724","0"
"159725","0"
"159726","0"
"159727","1"
"159728","0"
"159729","0"
"159730","1"
"159731","1"
"159732","1"
"159733","1"
"159734","1"
"159735","1"
"159736","1"
"159737","1"
"159738","1"
"159739","1"
"159740","1"
"159741","1"
"159742","1"
"159743","1"
"159744","1"
"159745","0"
"159746","0"
"159747","0"
"159748","0"
"159749","0"
"159750","0"
"159751","0"
"159752","0"
"159753","0"
"159754","0"
"159755","1"
"159756","1"
"159757","1"
"159758","1"
"159759","1"
"159760","1"
"159761","1"
"159762","1"
"159763","0"
"159764","0"
"159765","0"
"159766","0"
"159767","0"
"159768","1"
"159769","1"
"159770","1"
"159771","1"
"159772","1"
"159773","1"
"159774","0"
"159775","0"
"159776","0"
"159777","0"
"159778","1"
"159779","1"
"159780","1"
"159781","1"
"159782","0"
"159783","0"
"159784","0"
"159785","1"
"159786","1"
"159787","1"
"159788","1"
"159789","1"
"159790","1"
"159791","0"
"159792","0"
"159793","0"
"159794","0"
"159795","0"
"159796","0"
"159797","0"
"159798","1"
"159799","0"
"159800","0"
"159801","0"
"159802","0"
"159803","0"
"159804","0"
"159805","0"
"159806","0"
"159807","0"
"159808","0"
"159809","0"
"159810","0"
"159811","0"
"159812","0"
"159813","0"
"159814","0"
"159815","0"
"159816","0"
"159817","0"
"159818","0"
"159819","0"
"159820","0"
"159821","0"
"159822","0"
"159823","0"
"159824","0"
"159825","0"
"159826","1"
"159827","0"
"159828","1"
"159829","0"
"159830","0"
"159831","0"
"159832","0"
"159833","1"
"159834","1"
"159835","0"
"159836","1"
"159837","0"
"159838","0"
"159839","0"
"159840","0"
"159841","0"
"159842","0"
"159843","0"
"159844","0"
"159845","0"
"159846","0"
"159847","1"
"159848","1"
"159849","1"
"159850","1"
"159851","1"
"159852","1"
"159853","1"
"159854","1"
"159855","1"
"159856","1"
"159857","1"
"159858","0"
"159859","0"
"159860","0"
"159861","0"
"159862","0"
"159863","0"
"159864","0"
"159865","0"
"159866","0"
"159867","0"
"159868","0"
"159869","0"
"159870","0"
"159871","1"
"159872","1"
"159873","1"
"159874","0"
"159875","1"
"159876","1"
"159877","1"
"159878","1"
"159879","1"
"159880","1"
"159881","1"
"159882","1"
"159883","1"
"159884","1"
"159885","0"
"159886","0"
"159887","0"
"159888","0"
"159889","0"
"159890","0"
"159891","0"
"159892","0"
"159893","0"
"159894","0"
"159895","0"
"159896","0"
"159897","0"
"159898","0"
"159899","0"
"159900","0"
"159901","0"
"159902","0"
"159903","1"
"159904","1"
"159905","1"
"159906","1"
"159907","1"
"159908","1"
"159909","1"
"159910","1"
"159911","0"
"159912","1"
"159913","1"
"159914","1"
"159915","1"
"159916","1"
"159917","0"
"159918","1"
"159919","1"
"159920","1"
"159921","1"
"159922","1"
"159923","1"
"159924","1"
"159925","1"
"159926","1"
"159927","1"
"159928","1"
"159929","1"
"159930","1"
"159931","0"
"159932","0"
"159933","0"
"159934","0"
"159935","0"
"159936","0"
"159937","1"
"159938","1"
"159939","0"
"159940","0"
"159941","0"
"159942","0"
"159943","0"
"159944","0"
"159945","0"
"159946","0"
"159947","0"
"159948","0"
"159949","0"
"159950","0"
"159951","0"
"159952","0"
"159953","0"
"159954","0"
"159955","0"
"159956","0"
"159957","0"
"159958","0"
"159959","0"
"159960","0"
"159961","0"
"159962","0"
"159963","0"
"159964","0"
"159965","1"
"159966","1"
"159967","1"
"159968","0"
"159969","0"
"159970","0"
"159971","0"
"159972","0"
"159973","0"
"159974","0"
"159975","0"
"159976","0"
"159977","0"
"159978","0"
"159979","0"
"159980","0"
"159981","0"
"159982","0"
"159983","0"
"159984","0"
"159985","0"
"159986","0"
"159987","0"
"159988","0"
"159989","0"
"159990","0"
"159991","0"
"159992","0"
"159993","0"
"159994","0"
"159995","0"
"159996","1"
"159997","0"
"159998","0"
"159999","0"
"160000","0"
"160001","0"
"160002","0"
"160003","0"
"160004","0"
"160005","0"
"160006","0"
"160007","0"
"160008","0"
"160009","0"
"160010","0"
"160011","0"
"160012","0"
"160013","0"
"160014","0"
"160015","0"
"160016","0"
"160017","0"
"160018","0"
"160019","0"
"160020","0"
"160021","1"
"160022","1"
"160023","0"
"160024","0"
"160025","0"
"160026","0"
"160027","0"
"160028","0"
"160029","0"
"160030","0"
"160031","0"
"160032","1"
"160033","0"
"160034","0"
"160035","0"
"160036","0"
"160037","0"
"160038","0"
"160039","0"
"160040","0"
"160041","0"
"160042","0"
"160043","0"
"160044","0"
"160045","0"
"160046","0"
"160047","0"
"160048","0"
"160049","0"
"160050","0"
"160051","0"
"160052","0"
"160053","0"
"160054","0"
"160055","0"
"160056","0"
"160057","1"
"160058","1"
"160059","1"
"160060","0"
"160061","0"
"160062","0"
"160063","0"
"160064","0"
"160065","0"
"160066","0"
"160067","0"
"160068","0"
"160069","0"
"160070","0"
"160071","0"
"160072","1"
"160073","1"
"160074","1"
"160075","1"
"160076","1"
"160077","1"
"160078","0"
"160079","0"
"160080","0"
"160081","0"
"160082","0"
"160083","0"
"160084","0"
"160085","0"
"160086","0"
"160087","0"
"160088","0"
"160089","0"
"160090","0"
"160091","0"
"160092","0"
"160093","0"
"160094","0"
"160095","0"
"160096","0"
"160097","0"
"160098","0"
"160099","0"
"160100","0"
"160101","0"
"160102","0"
"160103","0"
"160104","0"
"160105","0"
"160106","1"
"160107","1"
"160108","1"
"160109","1"
"160110","1"
"160111","0"
"160112","0"
"160113","0"
"160114","0"
"160115","1"
"160116","0"
"160117","0"
"160118","0"
"160119","0"
"160120","0"
"160121","0"
"160122","0"
"160123","0"
"160124","0"
"160125","0"
"160126","1"
"160127","0"
"160128","0"
"160129","1"
"160130","1"
"160131","1"
"160132","1"
"160133","1"
"160134","1"
"160135","1"
"160136","1"
"160137","1"
"160138","0"
"160139","1"
"160140","1"
"160141","1"
"160142","1"
"160143","1"
"160144","0"
"160145","0"
"160146","0"
"160147","0"
"160148","0"
"160149","0"
"160150","0"
"160151","0"
"160152","0"
"160153","0"
"160154","0"
"160155","1"
"160156","1"
"160157","1"
"160158","1"
"160159","1"
"160160","1"
"160161","1"
"160162","1"
"160163","1"
"160164","1"
"160165","1"
"160166","0"
"160167","0"
"160168","0"
"160169","1"
"160170","1"
"160171","1"
"160172","1"
"160173","0"
"160174","0"
"160175","0"
"160176","0"
"160177","0"
"160178","0"
"160179","0"
"160180","1"
"160181","1"
"160182","1"
"160183","1"
"160184","1"
"160185","1"
"160186","0"
"160187","1"
"160188","0"
"160189","1"
"160190","0"
"160191","1"
"160192","0"
"160193","0"
"160194","0"
"160195","1"
"160196","1"
"160197","0"
"160198","0"
"160199","1"
"160200","1"
"160201","1"
"160202","1"
"160203","1"
"160204","1"
"160205","1"
"160206","1"
"160207","1"
"160208","1"
"160209","0"
"160210","0"
"160211","0"
"160212","0"
"160213","0"
"160214","0"
"160215","0"
"160216","0"
"160217","1"
"160218","1"
"160219","1"
"160220","1"
"160221","1"
"160222","0"
"160223","0"
"160224","0"
"160225","0"
"160226","0"
"160227","0"
"160228","0"
"160229","0"
"160230","0"
"160231","0"
"160232","0"
"160233","0"
"160234","0"
"160235","0"
"160236","0"
"160237","1"
"160238","0"
"160239","1"
"160240","1"
"160241","0"
"160242","0"
"160243","0"
"160244","0"
"160245","0"
"160246","0"
"160247","0"
"160248","0"
"160249","0"
"160250","0"
"160251","0"
"160252","0"
"160253","0"
"160254","0"
"160255","0"
"160256","1"
"160257","1"
"160258","0"
"160259","0"
"160260","0"
"160261","0"
"160262","1"
"160263","1"
"160264","1"
"160265","0"
"160266","0"
"160267","0"
"160268","0"
"160269","1"
"160270","1"
"160271","0"
"160272","1"
"160273","1"
"160274","1"
"160275","1"
"160276","1"
"160277","0"
"160278","0"
"160279","0"
"160280","0"
"160281","1"
"160282","1"
"160283","1"
"160284","1"
"160285","1"
"160286","1"
"160287","1"
"160288","1"
"160289","0"
"160290","0"
"160291","0"
"160292","0"
"160293","1"
"160294","0"
"160295","0"
"160296","1"
"160297","1"
"160298","1"
"160299","0"
"160300","0"
"160301","1"
"160302","1"
"160303","0"
"160304","1"
"160305","0"
"160306","1"
"160307","1"
"160308","1"
"160309","1"
"160310","1"
"160311","1"
"160312","1"
"160313","1"
"160314","1"
"160315","0"
"160316","1"
"160317","1"
"160318","1"
"160319","1"
"160320","0"
"160321","0"
"160322","0"
"160323","0"
"160324","0"
"160325","0"
"160326","0"
"160327","0"
"160328","0"
"160329","0"
"160330","0"
"160331","0"
"160332","0"
"160333","1"
"160334","0"
"160335","0"
"160336","0"
"160337","0"
"160338","0"
"160339","0"
"160340","1"
"160341","1"
"160342","1"
"160343","1"
"160344","1"
"160345","1"
"160346","1"
"160347","0"
"160348","0"
"160349","0"
"160350","0"
"160351","0"
"160352","0"
"160353","0"
"160354","0"
"160355","0"
"160356","0"
"160357","0"
"160358","0"
"160359","0"
"160360","0"
"160361","0"
"160362","0"
"160363","0"
"160364","0"
"160365","0"
"160366","0"
"160367","0"
"160368","0"
"160369","0"
"160370","0"
"160371","0"
"160372","0"
"160373","0"
"160374","1"
"160375","0"
"160376","1"
"160377","1"
"160378","1"
"160379","0"
"160380","0"
"160381","0"
"160382","0"
"160383","0"
"160384","0"
"160385","0"
"160386","0"
"160387","0"
"160388","0"
"160389","0"
"160390","0"
"160391","1"
"160392","1"
"160393","1"
"160394","1"
"160395","1"
"160396","1"
"160397","0"
"160398","0"
"160399","0"
"160400","1"
"160401","1"
"160402","1"
"160403","1"
"160404","1"
"160405","1"
"160406","1"
"160407","0"
"160408","0"
"160409","0"
"160410","1"
"160411","1"
"160412","1"
"160413","0"
"160414","0"
"160415","0"
"160416","0"
"160417","0"
"160418","0"
"160419","1"
"160420","1"
"160421","0"
"160422","0"
"160423","0"
"160424","0"
"160425","0"
"160426","0"
"160427","0"
"160428","0"
"160429","0"
"160430","0"
"160431","0"
"160432","0"
"160433","0"
"160434","0"
"160435","0"
"160436","0"
"160437","0"
"160438","0"
"160439","0"
"160440","0"
"160441","0"
"160442","1"
"160443","0"
"160444","0"
"160445","0"
"160446","0"
"160447","0"
"160448","0"
"160449","0"
"160450","0"
"160451","0"
"160452","0"
"160453","0"
"160454","0"
"160455","0"
"160456","0"
"160457","0"
"160458","0"
"160459","0"
"160460","0"
"160461","0"
"160462","0"
"160463","0"
"160464","1"
"160465","0"
"160466","0"
"160467","0"
"160468","0"
"160469","0"
"160470","0"
"160471","0"
"160472","0"
"160473","0"
"160474","0"
"160475","0"
"160476","1"
"160477","1"
"160478","1"
"160479","0"
"160480","0"
"160481","0"
"160482","0"
"160483","0"
"160484","0"
"160485","0"
"160486","0"
"160487","0"
"160488","0"
"160489","0"
"160490","0"
"160491","0"
"160492","0"
"160493","0"
"160494","0"
"160495","1"
"160496","1"
"160497","1"
"160498","1"
"160499","1"
"160500","1"
"160501","1"
"160502","1"
"160503","1"
"160504","1"
"160505","1"
"160506","1"
"160507","1"
"160508","1"
"160509","1"
"160510","1"
"160511","0"
"160512","0"
"160513","0"
"160514","0"
"160515","0"
"160516","0"
"160517","0"
"160518","0"
"160519","0"
"160520","0"
"160521","1"
"160522","0"
"160523","0"
"160524","0"
"160525","0"
"160526","0"
"160527","1"
"160528","1"
"160529","0"
"160530","0"
"160531","0"
"160532","0"
"160533","0"
"160534","0"
"160535","0"
"160536","0"
"160537","0"
"160538","1"
"160539","1"
"160540","0"
"160541","0"
"160542","1"
"160543","1"
"160544","0"
"160545","0"
"160546","0"
"160547","0"
"160548","0"
"160549","0"
"160550","0"
"160551","0"
"160552","0"
"160553","0"
"160554","0"
"160555","0"
"160556","0"
"160557","0"
"160558","0"
"160559","0"
"160560","0"
"160561","0"
"160562","0"
"160563","0"
"160564","0"
"160565","0"
"160566","0"
"160567","0"
"160568","0"
"160569","0"
"160570","0"
"160571","0"
"160572","0"
"160573","0"
"160574","0"
"160575","0"
"160576","0"
"160577","0"
"160578","0"
"160579","0"
"160580","0"
"160581","0"
"160582","0"
"160583","0"
"160584","0"
"160585","0"
"160586","0"
"160587","0"
"160588","0"
"160589","0"
"160590","0"
"160591","0"
"160592","0"
"160593","0"
"160594","0"
"160595","0"
"160596","0"
"160597","0"
"160598","0"
"160599","0"
"160600","1"
"160601","1"
"160602","1"
"160603","1"
"160604","1"
"160605","1"
"160606","1"
"160607","1"
"160608","1"
"160609","1"
"160610","1"
"160611","1"
"160612","1"
"160613","1"
"160614","0"
"160615","0"
"160616","0"
"160617","0"
"160618","0"
"160619","0"
"160620","0"
"160621","0"
"160622","0"
"160623","0"
"160624","0"
"160625","0"
"160626","0"
"160627","0"
"160628","0"
"160629","0"
"160630","0"
"160631","0"
"160632","0"
"160633","0"
"160634","1"
"160635","0"
"160636","1"
"160637","0"
"160638","0"
"160639","0"
"160640","0"
"160641","0"
"160642","0"
"160643","1"
"160644","0"
"160645","0"
"160646","0"
"160647","0"
"160648","1"
"160649","1"
"160650","1"
"160651","1"
"160652","1"
"160653","0"
"160654","1"
"160655","0"
"160656","0"
"160657","0"
"160658","0"
"160659","0"
"160660","0"
"160661","0"
"160662","0"
"160663","0"
"160664","1"
"160665","1"
"160666","1"
"160667","0"
"160668","0"
"160669","0"
"160670","0"
"160671","0"
"160672","0"
"160673","0"
"160674","0"
"160675","0"
"160676","0"
"160677","0"
"160678","0"
"160679","0"
"160680","0"
"160681","0"
"160682","0"
"160683","0"
"160684","0"
"160685","0"
"160686","0"
"160687","0"
"160688","0"
"160689","0"
"160690","0"
"160691","0"
"160692","0"
"160693","0"
"160694","0"
"160695","1"
"160696","1"
"160697","1"
"160698","1"
"160699","0"
"160700","1"
"160701","1"
"160702","1"
"160703","1"
"160704","1"
"160705","1"
"160706","1"
"160707","1"
"160708","1"
"160709","1"
"160710","1"
"160711","1"
"160712","0"
"160713","0"
"160714","0"
"160715","0"
"160716","0"
"160717","0"
"160718","0"
"160719","0"
"160720","0"
"160721","0"
"160722","0"
"160723","0"
"160724","0"
"160725","0"
"160726","0"
"160727","0"
"160728","0"
"160729","1"
"160730","0"
"160731","0"
"160732","0"
"160733","0"
"160734","1"
"160735","1"
"160736","0"
